Fecha y hora;Fecha;Hora;Hora Entera;Departamento;Localidad;Jurisdiccion ;Tipo de Siniestro;Vehiculo;Rol;Edad;Sexo;Fallecido a los Dias;Otro vehiculo;Lugar del Siniestro;X;Y
08/08/2015 16:00;08/08/2015;16:00:00;16:00;DURAZNO;DURAZNO;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;21;M;1;AUTO;DOCTOR E. PENZA esq. DOCTOR RUBINO;543971,3374;6306153,035
09/08/2015 7:10;09/08/2015;7:10:00;7:00;TACUAREMBO;TACUAREMBO;DEPARTAMENTAL;DESPISTE;AUTO;PASAJERO;25;M;1;N/C;HECTOR GUTIERREZ RUIZ padr¢n R-7211 esq. FERNANDO SECCO APARICIO;597428,581;6492116,797
09/08/2015 8:00;09/08/2015;8:00:00;8:00;CERRO LARGO;N/C;DEPARTAMENTAL;DESPISTE;AUTO;CONDUCTOR;44;M;2;N/C;CAMINO DOMINGO NAVARRO;831047,5828;6385202,436
14/08/2015 0:05;14/08/2015;0:05:00;0:00;COLONIA;RADIAL CONCHILLAS;NACIONAL;ATROPELLO DE PEAT‡N;PEAT‡N;PEAT‡N;26;M;0;CAMIONETA;RUTA 21 km. 228;401671,6303;6225806,237
15/08/2015 23:20;15/08/2015;23:20:00;23:00;CANELONES;CANELONES;NACIONAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;21;M;0;AUTO;RUTA 11 km. 94.500;563391,6927;6180869,686
15/08/2015 20:23;15/08/2015;20:23:00;20:00;MONTEVIDEO;MONTEVIDEO;DEPARTAMENTAL;ATROPELLO DE PEAT‡N;PEAT‡N;PEAT‡N;55;F;0;MOTO;AV. Ing. FEDERICO CAPURRO esq. PASAJE CENTRAL;567245,4731;6140732,393
18/08/2015 8:00;18/08/2015;8:00:00;8:00;ROCHA;LA ESMERALDA;NACIONAL;COLISI‡N ENTRE VEH÷CULOS;AUTO;CONDUCTOR;30;M;0;AUTO;RUTA 9 km. 283,2;803370,4229;6216946,887
18/08/2015 8:00;18/08/2015;8:00:00;8:00;ROCHA;LA ESMERALDA;NACIONAL;COLISI‡N ENTRE VEH÷CULOS;AUTO;PASAJERO;27;F;0;AUTO;RUTA 9 km. 283,2;803370,4229;6216946,887
18/08/2015 14:45;18/08/2015;14:45:00;14:00;CANELONES;TALA;NACIONAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;PASAJERO;66;M;1;AUTO;RUTA 7 km. 84;615605,445;6203130,244
20/08/2015 21:45;20/08/2015;21:45:00;21:00;CANELONES;LAS PIEDRAS;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;18;M;1;CAMIONETA;SOLIS esq. RUTA CESAR MAYO GUTIERREZ (Ruta 5 vieja);571837,4468;6159902,14
21/08/2015 17:55;21/08/2015;17:55:00;17:00;MONTEVIDEO;MONTEVIDEO;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;48;M;1;CAMION;AV. LUIS BATLLE BERRES esq. CAMINO LA HIGUERITA;565689,1155;6145360,918
22/08/2015 10:00;22/08/2015;10:00:00;10:00;SALTO;VILLA CONSTITUCI‡N;NACIONAL;COLISI‡N ENTRE VEH÷CULOS;AUTO;PASAJERO;73;M;0;CAMIONETA;RUTA 3 km. 528,500;431112,3149;6560899,152
22/08/2015 13:26;22/08/2015;13:26:00;13:00;MONTEVIDEO;MONTEVIDEO;DEPARTAMENTAL;DESPISTE;AUTO;PASAJERO;38;F;0;N/C;CMNO. LOS CAMALOTES esq. CMNO. LUIS EDUARDO PEREZ;563049,4332;6149188,9
23/08/2015 6:15;23/08/2015;6:15:00;6:00;SAN JOSE;COLOLO TINOSA;NACIONAL;DESPISTE;AUTO;CONDUCTOR;24;M;0;N/C;RUTA 1 km. 56;531637,2069;6169586,501
21/08/2015 16:40;21/08/2015;16:40:00;16:00;TACUAREMBO;PASO BONILLA;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;OMNIBUS;PASAJERO;0;M;1;CAMION;RUTA 59 cercano intersecci¢n RUTA 5 km. 10;597666,0952;6480164,992
24/08/2015 19:34;24/08/2015;19:34:00;19:00;MONTEVIDEO;MONTEVIDEO;DEPARTAMENTAL;ATROPELLO DE ANIMALES;MOTO;CONDUCTOR;26;M;0;N/C;AVENIDA DON PEDRO DE MENDOZA esq. CAMINO RIGEL;576214,0919;6151496,551
24/08/2015 17:10;24/08/2015;17:10:00;17:00;MONTEVIDEO;MONTEVIDEO;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;AUTO;PASAJERO;3;F;1;AUTO;RAMBLA PRESIDENTE WILSON esq. AVENIDA DOCTOR JUAN ANDRES CACHON;575810,2468;6135239,488
24/08/2015 18:05;24/08/2015;18:05:00;18:00;SAN JOSE;N/C;NACIONAL;DESPISTE;AUTO;PASAJERO;22;F;0;N/C;RUTA 3 km. 132,100;525997,1667;6237763,009
25/08/2015 8:31;25/08/2015;8:31:00;8:00;MONTEVIDEO;MONTEVIDEO;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;AUTO;PASAJERO;50;M;0;OMNIBUS;BLANDENGUES esq. DR. JOSê L. TERRA;574723,9304;6139550,734
28/08/2015 23:10;28/08/2015;23:10:00;23:00;MONTEVIDEO;MONTEVIDEO;DEPARTAMENTAL;COLISI‡N CON OBSTµCULO EN CALZADA;MOTO;CONDUCTOR;49;M;0;N/C;AVENIDA JOSE BELLONI Esq. CAMINO AL PASO DEL ANDALUZ;578992,6485;6148821,886
29/08/2015 23:30;29/08/2015;23:30:00;23:00;MONTEVIDEO;MONTEVIDEO;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;22;M;1;AUTO;HUM esq. JUAN ACOSTA;576238,2847;6143278,149
30/08/2015 17:10;30/08/2015;17:10:00;17:00;MONTEVIDEO;MONTEVIDEO;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;PASAJERO;67;F;19;AUTO;AVENIDA ITALIA esq. VOLTEADORES;582778,1952;6139379,53
30/08/2015 15:50;30/08/2015;15:50:00;15:00;COLONIA;COLONIA DEL SACRAMENTO;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;62;M;0;AUTO;COSTANERA esq. MIHANOVICH;420158,2549;6188561,161
30/08/2015 19:50;30/08/2015;19:50:00;19:00;PAYSANDU;CHAPICUY;NACIONAL;DESPISTE;AUTO;CONDUCTOR;55;M;0;N/C;RUTA 3 km. 460;415575,1158;6493905,347
30/08/2015 19:50;30/08/2015;19:50:00;19:00;PAYSANDU;CHAPICUY;NACIONAL;DESPISTE;AUTO;PASAJERO;23;M;0;N/C;RUTA 3 km. 460;415575,1158;6493905,347
31/08/2015 11:40;31/08/2015;11:40:00;11:00;CERRO LARGO;MELO;NACIONAL;ATROPELLO DE PEAT‡N;PEAT‡N;PEAT‡N;74;F;0;CAMIONETA;RUTA 26 y Calle 14 de Juniio;767563,3303;6414128,011
02/09/2015 13:30;02/09/2015;13:30:00;13:00;DURAZNO;DURAZNO;DEPARTAMENTAL;ATROPELLO DE PEAT‡N;PEAT‡N;PEAT‡N;1;F;0;CAMION;CIRCUNVALACI‡N esq. APARICIO SARAVIA;543535,1441;6307704,267
02/09/2015 14:30;02/09/2015;14:30:00;14:00;ROCHA;SAN LUIS AL MEDIO;DEPARTAMENTAL;CA÷DA;TRACTOR;PASAJERO;2;F;1;N/C;CMNO. VECINAL cercano a RUTA 19;790514,9059;6281133,411
03/09/2015 11:10;03/09/2015;11:10:00;11:00;MONTEVIDEO;MONTEVIDEO;DEPARTAMENTAL;ATROPELLO DE PEAT‡N;PEAT‡N;PEAT‡N;78;F;1;OMNIBUS;JUAN BENITO BLANCO esq. AVENIDA BRASIL;577700,2644;6136145,511
03/09/2015 17:20;03/09/2015;17:20:00;17:00;SALTO;SALTO;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;23;M;7;OMNIBUS;AGRACIADA esq. DOCTOR LUIS ALBERTO DE HERRERA;408916,0504;6527317,756
03/09/2015 20:40;03/09/2015;20:40:00;20:00;RIVERA;RIVERA;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;31;M;1;MOTO;FLORENCIO SANCHEZ esq. VENTURA PIRIZ;638431,9453;6580918,308
05/09/2015 3:00;05/09/2015;3:00:00;3:00;SALTO;SALTO;DEPARTAMENTAL;DESPISTE;MOTO;CONDUCTOR;26;M;0;N/C;Av. Costanera Norte C. MAYO GUTIERREZ esq. Av. PARAGUAY;406826,1678;6528487,986
05/09/2015 0:00;05/09/2015;0:00:00;0:00;CERRO LARGO;N/C;NACIONAL;DESPISTE;CAMIONETA;CONDUCTOR;73;M;0;N/C;RUTA 44 km. 49,800;741335,3923;6433745,089
05/09/2015 16:15;05/09/2015;16:15:00;16:00;MONTEVIDEO;MONTEVIDEO;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;AUTO;CONDUCTOR;30;M;9;TREN;CAMINO VARZI esq. CAMINO MANUEL FORTET;571973,961;6149975,09
05/09/2015 21:15;05/09/2015;21:15:00;21:00;CANELONES;SANTA ROSA;NACIONAL;COLISI‡N ENTRE VEH÷CULOS;BICICLETA;CONDUCTOR;64;M;0;AUTO;RUTA 11 km. 122 (pr¢ximo intersecci¢n RUTA 6);587864,4537;6181012,983
07/09/2015 17:20;07/09/2015;17:20:00;17:00;CANELONES;N/C;NACIONAL;DESPISTE;MOTO;CONDUCTOR;29;M;0;N/C;RUTA 32 km 37,100;574018,9125;6172453,984
07/09/2015 18:10;07/09/2015;18:10:00;18:00;SAN JOSE;N/C;NACIONAL;COLISI‡N ENTRE VEH÷CULOS;CAMIONETA;CONDUCTOR;73;M;0;CAMION;RUTA 1 km. 61 ;527290,8751;6172068,001
08/09/2015 11:00;08/09/2015;11:00:00;11:00;CANELONES;LAS PIEDRAS;DEPARTAMENTAL;ATROPELLO DE PEAT‡N;PEAT‡N;PEAT‡N;6;M;0;AUTO;CAMINO A. POQUITOS esq. BARRIOS UNIDOS;573079,1074;6158762,274
08/09/2015 16:00;08/09/2015;16:00:00;16:00;CANELONES;CIUDAD DE LA COSTA;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;BICICLETA;CONDUCTOR;14;M;2;AUTO;AVENIDA INGENIERO LUIS GIANNATTASIO esq. AV. A LA PLAYA;589613,4455;6141468,954
09/09/2015 21:24;09/09/2015;21:24:00;21:00;MONTEVIDEO;MONTEVIDEO;DEPARTAMENTAL;COLISI‡N CON OBSTµCULO EN CALZADA;MOTO;CONDUCTOR;35;M;0;N/C;PAUL HARRIS esq. AVENIDA GENERAL RIVERA;587757,6129;6139884,514
10/09/2015 0:30;10/09/2015;0:30:00;0:00;PAYSANDU;PAYSANDU;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;20;M;0;CAMION;DOCTOR LUIS ALBERTO DE HERRERA esq. GENERAL JOSE G. ARTIGAS;397955,9026;6423250,661
11/09/2015 10:15;11/09/2015;10:15:00;10:00;LAVALLEJA;N/C;NACIONAL;COLISI‡N ENTRE VEH÷CULOS;AUTO;CONDUCTOR;36;M;0;AUTO;RUTA 108 Km 182;660850,9114;6239349,394
11/09/2015 16:00;11/09/2015;16:00:00;16:00;SAN JOSE;N/C;NACIONAL;COLISI‡N ENTRE VEH÷CULOS;CAMIONETA;PASAJERO;65;F;0;CAMION;RUTA 1 km 49,500;536507,0062;6165463,918
12/09/2015 16:45;12/09/2015;16:45:00;16:00;PAYSANDU;PAYSANDU;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;BICICLETA;CONDUCTOR;6;M;0;CAMION;DOCTOR ROLDAN esq. ECUADOR;398722,6664;6428490,077
13/09/2015 9:45;13/09/2015;9:45:00;9:00;CANELONES;N/C;NACIONAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;19;M;0;CAMION;RUTA 7 km 76,900;612935,8761;6197552,255
15/09/2015 12:30;15/09/2015;12:30:00;12:00;PAYSANDU;DAYMAN;NACIONAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;61;M;0;CAMION;RUTA 3 km. 475,500;415354,9125;6508173,363
15/09/2015 15:45;15/09/2015;15:45:00;15:00;MONTEVIDEO;MONTEVIDEO;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;PASAJERO;22;F;0;CAMION;AZOTEA DE LIMA esq. CAMINO GENERAL LEANDRO GOMEZ;578006,2081;6145405,248
16/09/2015 0:25;16/09/2015;0:25:00;0:00;ARTIGAS;BELLA UNION;DEPARTAMENTAL;COLISI‡N CON OBSTµCULO EN CALZADA;MOTO;CONDUCTOR;22;M;1;N/C;RUTA 3 km 629,600;445983,3418;6657338,085
17/09/2015 15:05;17/09/2015;15:05:00;15:00;LAVALLEJA;MINAS;DEPARTAMENTAL;ATROPELLO DE PEAT‡N;PEAT‡N;PEAT‡N;89;M;0;CAMION;DIECIOCHO DE JULIO esq. SARANDI;661891,1204;6194833,461
18/09/2015 17:55;18/09/2015;17:55:00;17:00;MONTEVIDEO;MONTEVIDEO;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;32;M;0;AUTO;CAMINO LA CABRA esq. AVENIDA JOSE BELLONI;579237,1894;6152794,394
18/09/2015 20:00;18/09/2015;20:00:00;20:00;MONTEVIDEO;MONTEVIDEO;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;23;M;0;CAMION;CAMINO AL PASO DEL ANDALUZ esq. CAMINO LOS CASTA•OS;582268,8631;6150272,65
19/09/2015 6:15;19/09/2015;6:15:00;6:00;RIO NEGRO;FRAY BENTOS;DEPARTAMENTAL;CA÷DA;MOTO;CONDUCTOR;45;F;19;N/C;25 DE MAYO esq. URUGUAY;377872,3119;6335383,908
19/09/2015 5:55;19/09/2015;5:55:00;5:00;CANELONES;JOANICO;NACIONAL;DESPISTE;AUTO;CONDUCTOR;29;M;0;N/C;RUTA 5 km 40;567309,3726;6174839,552
20/09/2015 2:40;20/09/2015;2:40:00;2:00;TACUAREMBO;PASO DE LOS TOROS;NACIONAL;CA÷DA;MOTO;CONDUCTOR;19;M;0;N/C;RUTA 5 km 251,800;545523,2592;6370661,739
20/09/2015 1:25;20/09/2015;1:25:00;1:00;SALTO;SALTO;DEPARTAMENTAL;ATROPELLO DE ANIMALES;CAMIONETA;CONDUCTOR;29;M;0;N/C;INSTRUCCIONES DEL A•O XIII y AV. PASCUAL HARRIAGUE;415413,567;6526757,449
20/09/2015 21:45;20/09/2015;21:45:00;21:00;ROCHA;LA PALOMA;NACIONAL;DESPISTE;AUTO;CONDUCTOR;84;M;0;N/C;RUTA 10 km 236;757693,5742;6163779,671
21/09/2015 20:05;21/09/2015;20:05:00;20:00;MONTEVIDEO;MONTEVIDEO;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;22;M;0;OMNIBUS;CAMINO CIBILS esq. SAMUEL LAFONE;566904,5799;6141371,591
22/09/2015 0:02;22/09/2015;0:02:00;0:00;MALDONADO;SAN CARLOS;NACIONAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;40;M;0;AUTO;RUTA 39 km 138,100 Intersecci¢n RUTA 9;690695,6112;6150654,211
22/09/2015 12:50;22/09/2015;12:50:00;12:00;ARTIGAS;BELLA UNION;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;22;M;1;TRICICLO CARGA;AVDA ARTIGAS esq. J. E. RODO;442591,6413;6652300,077
22/09/2015 6:20;22/09/2015;6:20:00;6:00;COLONIA;TARARIRAS;NACIONAL;DESPISTE;AUTO;CONDUCTOR;55;M;0;N/C;RUTA 22 km 30;443083,8058;6206724,469
23/09/2015 22:10;23/09/2015;22:10:00;22:00;CANELONES;SANTA ANA;NACIONAL;DESPISTE;AUTO;CONDUCTOR;63;M;0;N/C;RUTA INTERBALNEARIA km. 77,500;642500,8221;6150327,887
26/09/2015 13:10;26/09/2015;13:10:00;13:00;ROCHA;N/C;NACIONAL;DESPISTE;AUTO;CONDUCTOR;36;M;0;N/C;RUTA 15 km 106;749560,1681;6250149,724
26/09/2015 18:20;26/09/2015;18:20:00;18:00;ARTIGAS;SEQUEIRA;NACIONAL;DESPISTE;CAMIONETA;CONDUCTOR;47;M;0;N/C;RUTA 4 km 141;517299,3003;6574955,6
27/09/2015 14:10;27/09/2015;14:10:00;14:00;CANELONES;CANELONES;NACIONAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;PASAJERO;53;M;1;AUTO;RUTA 5 km 47,700;566071,5421;6183262,396
27/09/2015 13:30;27/09/2015;13:30:00;13:00;SALTO;SAN ANTONIO;DEPARTAMENTAL;CA÷DA;MOTO;CONDUCTOR;48;M;1;N/C;BARRIO SAN PEDRO Cmno. Departamental a Rivera esq. Calle 8;428378,1093;6531496,99
30/09/2015 18:15;30/09/2015;18:15:00;18:00;SAN JOSE;VILLA RODRIGUEZ;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;41;F;1;CAMION;RITA BAENA DE RODRIGUEZ esq. LEON JUDE;542481,5712;6195367,187
30/09/2015 17:50;30/09/2015;17:50:00;17:00;CANELONES;COLONIA LAMAS;DEPARTAMENTAL;ATROPELLO DE PEAT‡N;PEAT‡N;PEAT‡N;82;M;1;MOTO;JOSê MORELOS esq. ANDRECITO COLONIA LAMAS;591074,0025;6146307,203
03/10/2015 1:58;03/10/2015;1:58:00;1:00;MONTEVIDEO;MONTEVIDEO;DEPARTAMENTAL;DESPISTE;AUTO;PASAJERO;18;M;0;N/C;MANUEL HERRERA Y OBES esq. PILAR COSTA;571365,7834;6141974,629
30/09/2015 10:30;30/09/2015;10:30:00;10:00;SORIANO;MERCEDES;NACIONAL;DESPISTE;CAMIONETA;CONDUCTOR;48;F;0;N/C;RUTA 21 km 348,000;400313,9401;6310623,904
03/10/2015 21:00;03/10/2015;21:00:00;21:00;CANELONES;COLONIA LAMAS;NACIONAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;67;M;1;CAMIONETA;RUTA 101 esq. RUTA 102;590704,0925;6146590,635
05/10/2015 19:50;05/10/2015;19:50:00;19:00;MONTEVIDEO;MONTEVIDEO;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;PASAJERO;15;M;0;OMNIBUS;VITTORIO VENETO esq. DOCTOR CARLOS MARIA DE PENA;569424,3885;6144987,715
05/10/2015 19:50;05/10/2015;19:50:00;19:00;MONTEVIDEO;MONTEVIDEO;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;66;M;0;OMNIBUS;VITTORIO VENETO esq. DOCTOR CARLOS MARIA DE PENA;569424,3885;6144987,715
07/10/2015 15:15;07/10/2015;15:15:00;15:00;COLONIA;NUEVA PALMIRA;NACIONAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;23;M;0;AUTO;RUTA 12 km. 2,000;371895,6108;6249803,755
08/10/2015 7:41;08/10/2015;7:41:00;7:00;MONTEVIDEO;MONTEVIDEO;NACIONAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;21;M;1;OMNIBUS;RUTA DE ACCESO esq. DR. SANTIN CARLOS ROSSI ;568324,7757;6141748,883
08/10/2015 15:20;08/10/2015;15:20:00;15:00;CANELONES;LAS PIEDRAS;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;65;M;1;OMNIBUS;AVENIDA GENERAL FLORES esq. AVENIDA BOLIVIA;570359,6178;6156825,046
09/10/2015 10:45;09/10/2015;10:45:00;10:00;DURAZNO;PASO DE CASTRO;NACIONAL;DESPISTE;AUTO;CONDUCTOR;17;M;0;N/C;RUTA 14 km. 257.400;609836,9529;6317115,186
09/10/2015 16:15;09/10/2015;16:15:00;16:00;COLONIA;CARMELO;DEPARTAMENTAL;CA÷DA;MOTO;CONDUCTOR;27;M;23;N/C;GRITO DE ASENCIO esq. HENRY FORD;381969,9936;6235956,217
10/10/2015 2:30;10/10/2015;2:30:00;2:00;COLONIA;N/C;NACIONAL;DESPISTE;OMNIBUS;PASAJERO;26;M;2;N/C;RUTA 1 km. 168,5;430394,4254;6188973,532
10/10/2015 21:25;10/10/2015;21:25:00;21:00;PAYSANDU;PAYSANDU;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;20;F;12;AUTO;BOULEVARD GENERAL JOSE G. ARTIGAS esq. EXODO;399442,4075;6425608,227
11/10/2015 1:15;11/10/2015;1:15:00;1:00;COLONIA;NUEVA HELVECIA;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;AUTO;CONDUCTOR;52;M;0;CAMIONETA;RUTA 53 esq. CAMINO ZAPICAN;479530,1692;6207695,364
11/10/2015 3:15;11/10/2015;3:15:00;3:00;MONTEVIDEO;MONTEVIDEO;NACIONAL;DESPISTE;AUTO;CONDUCTOR;77;M;0;N/C;RUTA 5 km. (esq. Cmno. VECINAL, entre Cmno. LA REDENCI‡N y Cmno. L.EDUARDO PEREZ);567630,3709;6147842,147
10/10/2015 21:40;10/10/2015;21:40:00;21:00;CANELONES;PANDO;NACIONAL;ATROPELLO DE PEAT‡N;PEAT‡N;PEAT‡N;72;F;0;AUTO;RUTA 8 km. 42.800 (esq. AGUSTIN HERNANDEZ);594899,4916;6156810,294
11/10/2015 12:15;11/10/2015;12:15:00;12:00;RIO NEGRO;N/C;NACIONAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;27;M;0;CAMIONETA;RUTA 24 km. 81,300;404227,3074;6397372,387
13/10/2015 16:05;13/10/2015;16:05:00;16:00;MONTEVIDEO;MONTEVIDEO;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;BICICLETA;CONDUCTOR;75;M;29;OMNIBUS;AVENIDA FERNANDEZ CRESPO esq. MIGUELETE;574760,7947;6138206,448
15/10/2015 16:00;15/10/2015;16:00:00;16:00;SAN JOSE;SAN JOSE DE MAYO;DEPARTAMENTAL;CA÷DA;BICICLETA;CONDUCTOR;13;F;1;N/C;DAMASO ANTONIO LARRA•AGA esq. FLORIDA;527254,8563;6200068,124
15/10/2015 19:50;15/10/2015;19:50:00;19:00;CANELONES;CANELONES;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;51;F;0;CAMION;RUTA 5 km. 47,500;566023,3296;6181353,097
16/10/2015 18:45;16/10/2015;18:45:00;18:00;CANELONES;MARINDIA;NACIONAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;58;F;0;AUTO;RUTA INTERBALNEARIA km. 40,500;608266,4806;6151750,486
17/10/2015 14:00;17/10/2015;14:00:00;14:00;SAN JOSE;N/C;NACIONAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;25;M;0;CAMIONETA;RUTA 1 km. 38,000;545839,581;6159250,143
17/10/2015 15:53;17/10/2015;15:53:00;15:00;MONTEVIDEO;MONTEVIDEO;DEPARTAMENTAL;ATROPELLO DE PEAT‡N;PEAT‡N;PEAT‡N;34;M;0;TREN;MENDOZA esq. GENERAL AGUILAR;573469,8932;6139403,743
18/10/2015 14:02;18/10/2015;14:02:00;14:00;SORIANO;PALMITAS;NACIONAL;COLISI‡N ENTRE VEH÷CULOS;AUTO;PASAJERO;74;M;0;AUTO;RUTA 2 km. 243;423867,1751;6292069,824
18/10/2015 14:02;18/10/2015;14:02:00;14:00;SORIANO;PALMITAS;NACIONAL;COLISI‡N ENTRE VEH÷CULOS;AUTO;PASAJERO;75;F;0;AUTO;RUTA 2 km. 243;423867,1751;6292069,824
19/10/2015 9:00;19/10/2015;9:00:00;9:00;FLORIDA;N/C;NACIONAL;DESPISTE;AUTO;PASAJERO;76;F;0;N/C;RUTA 6 km. 100;597360,7727;6222352,101
20/10/2015 20:15;20/10/2015;20:15:00;20:00;MONTEVIDEO;MONTEVIDEO;DEPARTAMENTAL;ATROPELLO DE PEAT‡N;PEAT‡N;PEAT‡N;47;M;0;CAMIONETA;AVENIDA DOCTOR LUIS ALBERTO DE HERRERA esq. ARECHAGA;575620,7132;6141460,643
21/10/2015 14:00;21/10/2015;14:00:00;14:00;LAVALLEJA;MINAS;DEPARTAMENTAL;DESPISTE;MOTO;CONDUCTOR;56;M;0;N/C;DOCTOR BALTASAR BRUN esq. CALLE 137;660457,1374;6194494,589
23/10/2015 13:30;23/10/2015;13:30:00;13:00;MALDONADO;MALDONADO;DEPARTAMENTAL;CA÷DA;MOTO;CONDUCTOR;60;M;0;N/C;AGAPITO PARABERA esq. UTE 53;687742,1328;6136646,779
20/10/2015 21:25;20/10/2015;21:25:00;21:00;MONTEVIDEO;MONTEVIDEO;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;BICICLETA;CONDUCTOR;45;M;1;MOTO;AVENIDA DE LAS INSTRUCCIONES esq. CAMINO LA CALERA;579832,7354;6151842,251
24/10/2015 14:10;24/10/2015;14:10:00;14:00;CERRO LARGO;MELO;DEPARTAMENTAL;CA÷DA;MOTO;CONDUCTOR;67;M;10;N/C;MIGUEL BARREIRO;766908,7503;6415232,167
24/10/2015 21:00;24/10/2015;21:00:00;21:00;SAN JOSE;RAFAEL PERAZZA;NACIONAL;DESPISTE;CAMIONETA;PASAJERO;39;M;1;N/C;RUTA 1 km. 79,500;512884,3191;6183882,193
24/10/2015 21:00;24/10/2015;21:00:00;21:00;SAN JOSE;RAFAEL PERAZZA;NACIONAL;DESPISTE;CAMIONETA;PASAJERO;24;F;0;N/C;RUTA 1 km. 79,500;512884,3191;6183882,193
27/10/2015 12:34;27/10/2015;12:34:00;12:00;MONTEVIDEO;MONTEVIDEO;DEPARTAMENTAL;ATROPELLO DE PEAT‡N;PEAT‡N;PEAT‡N;13;F;0;CAMION;AVENIDA DAMASO ANTONIO LARRA•AGA esq. TOMAS CLARAMUNT;577491,83;6141259,841
28/10/2015 7:15;28/10/2015;7:15:00;7:00;CANELONES;LA PAZ;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;MOTO;CONDUCTOR;36;M;0;CAMION;DOCTOR LUIS ALBERTO DE HERRERA esq. JAVIER DE VIANA;571128,5423;6153298,587
29/10/2015 20:05;29/10/2015;20:05:00;20:00;TACUAREMBO;TACUAREMBO;DEPARTAMENTAL;ATROPELLO DE ANIMALES;MOTO;CONDUCTOR;22;M;1;N/C;HECTOR GUTIERREZ RUIZ esq. A GRUTA DE LOS HELECHOS;597187,0252;6492958,187
30/10/2015 6:45;30/10/2015;6:45:00;6:00;FLORES;TRINIDAD;NACIONAL;COLISI‡N ENTRE VEH÷CULOS;CAMIONETA;CONDUCTOR;36;M;0;AUTO;RUTA 3 km. 193;505879,5822;6292361,115
30/10/2015 7:30;30/10/2015;7:30:00;7:00;MONTEVIDEO;MONTEVIDEO;DEPARTAMENTAL;COLISI‡N ENTRE VEH÷CULOS;AUTO;PASAJERO;19;F;0;OMNIBUS;AVENIDA DIECINUEVE DE ABRIL esq. LUCAS OBES;572871,8075;6141762,199
